chr	start	end	gene	sym
chr22	31120067	31120069	ENSG00000198832	SELENOM
chr22	23767874	23767876	ENSG00000250479	CHCHD10
chr22	30968772	30968774	ENSG00000133422	MORC2
chr22	26464013	26464015	ENSG00000100099	HPS4
chr22	42090770	42090772	ENSG00000184983	NDUFA6
chr22	42432401	42432403	ENSG00000235568	NFAM1
chr22	42519794	42519796	ENSG00000189306	RRP7A
chr22	38455197	38455199	ENSG00000168135	KCNJ4
chr22	38794141	38794143	ENSG00000100246	DNAL4
chr22	38844026	38844028	ENSG00000221890	NPTXR
chr22	38872214	38872216	ENSG00000183741	CBX6
chr22	39532746	39532748	ENSG00000187051	RPS19BP1
chr22	17628747	17628749	ENSG00000131100	ATP6V1E1
chr22	18024559	18024561	ENSG00000243156	MICAL3
chr22	46537618	46537620	ENSG00000075275	CELSR1
chr22	41285963	41285965	ENSG00000100401	RANGAP1
chr22	17774014	17774016	ENSG00000015475	BID
chr22	17165285	17165287	ENSG00000069998	HDHD5
chr22	41446799	41446801	ENSG00000183864	TOB2
chr22	41468690	41468692	ENSG00000100410	PHF5A
chr22	41544468	41544470	ENSG00000100413	POLR3H
chr22	41589838	41589840	ENSG00000100417	PMM1
chr22	41621041	41621043	ENSG00000100418	DESI1
chr22	41688865	41688867	ENSG00000100138	SNU13
chr22	28711929	28711931	ENSG00000183765	CHEK2
chr22	20016821	20016823	ENSG00000099889	ARVCF
chr22	20117224	20117226	ENSG00000099899	TRMT2A
chr22	20151053	20151055	ENSG00000234409	CCDC188
chr22	19431694	19431696	ENSG00000100084	HIRA
chr22	19479191	19479193	ENSG00000070010	UFD1
chr22	19854872	19854874	ENSG00000185838	GNB1L
chr22	19854894	19854896	ENSG00000215012	RTL10
chr22	20267687	20267689	ENSG00000040608	RTN4R
chr22	20320058	20320060	ENSG00000128185	DGCR6L
chr22	50783660	50783662	ENSG00000079974	RABL2B
chr22	19932551	19932553	ENSG00000184470	TXNRD2
chr22	50244969	50244971	ENSG00000128159	TUBGCP6
chr22	50251259	50251261	ENSG00000100429	HDAC10
chr22	50261141	50261143	ENSG00000188130	MAPK12
chr22	50270378	50270380	ENSG00000185386	MAPK11
chr22	19447689	19447691	ENSG00000242259	C22orf39
chr22	41926804	41926806	ENSG00000159958	TNFRSF13C
chr22	41940217	41940219	ENSG00000100162	CENPM
chr22	42070810	42070812	ENSG00000198951	NAGA
chr22	45240892	45240894	ENSG00000100364	KIAA0930
chr22	36507038	36507040	ENSG00000100350	FOXRED2
chr22	24555933	24555935	ENSG00000138867	GUCD1
chr22	36703750	36703752	ENSG00000166862	CACNG2
chr22	32255345	32255347	ENSG00000100191	SLC5A4
chr22	33210826	33210828	ENSG00000133424	LARGE1
chr22	30663504	30663506	ENSG00000167065	DUSP18
chr22	37002254	37002256	ENSG00000185264	TEX33
chr22	37953599	37953601	ENSG00000128346	C22orf23
chr22	37978029	37978031	ENSG00000100146	SOX10
chr22	38083353	38083355	ENSG00000100156	SLC16A8
chr22	38088975	38088977	ENSG00000128298	BAIAP2L2
chr22	40636683	40636685	ENSG00000196588	MRTFA
chr22	21630010	21630012	ENSG00000161179	YDJC
chr22	21735792	21735794	ENSG00000100027	YPEL1
chr22	20372694	20372696	ENSG00000161133	USP41
chr22	20437823	20437825	ENSG00000244486	SCARF2
chr22	20446618	20446620	ENSG00000277971	
chr22	20495793	20495795	ENSG00000099910	KLHL22
chr22	23961193	23961195	ENSG00000133433	GSTT2B
chr22	23980467	23980469	ENSG00000285762	
chr22	24005359	24005361	ENSG00000276950	GSTT4
chr22	29267979	29267981	ENSG00000100263	RHBDD3
chr22	29315690	29315692	ENSG00000100276	RASL10A
chr22	29553755	29553757	ENSG00000100296	THOC5
chr22	29581111	29581113	ENSG00000184117	NIPSNAP1
chr22	29767005	29767007	ENSG00000100319	ZMAT5
chr22	30287388	30287390	ENSG00000239282	CASTOR1
chr22	30295841	30295843	ENSG00000248751	
chr22	30326939	30326941	ENSG00000099992	TBC1D10A
chr22	30356892	30356894	ENSG00000099995	SF3A1
chr22	30379778	30379780	ENSG00000099999	RNF215
chr22	30472015	30472017	ENSG00000100012	SEC14L3
chr22	30505693	30505695	ENSG00000133488	SEC14L4
chr22	30546680	30546682	ENSG00000214491	SEC14L6
chr22	30560774	30560776	ENSG00000128242	GAL3ST1
chr22	30591908	30591910	ENSG00000100029	PES1
chr22	23836512	23836514	ENSG00000099958	DERL3
chr22	38570181	38570183	ENSG00000100206	DMC1
chr22	42129907	42129909	ENSG00000100197	CYP2D6
chr22	50008690	50008692	ENSG00000188263	IL17REL
chr22	50054624	50054626	ENSG00000138892	TTLL8
chr22	50085352	50085354	ENSG00000100427	MLC1
chr22	50278838	50278840	ENSG00000196576	PLXNB2
chr22	19122452	19122454	ENSG00000070413	DGCR2
chr22	19144649	19144651	ENSG00000100056	ESS2
chr22	19150290	19150292	ENSG00000063515	GSC2
chr22	19178734	19178736	ENSG00000100075	SLC25A1
chr22	23141988	23141990	ENSG00000100218	RSPH14
chr22	29332319	29332321	ENSG00000100280	AP1B1
chr22	18936551	18936553	ENSG00000100033	PRODH
chr22	24245076	24245078	ENSG00000099998	GGT5
chr22	21001740	21001742	ENSG00000184436	THAP7
chr22	21032547	21032549	ENSG00000099960	SLC7A4
chr22	42270651	42270653	ENSG00000100207	TCF20
chr22	36160927	36160929	ENSG00000128284	APOL3
chr22	36204804	36204806	ENSG00000100336	APOL4
chr22	32464482	32464484	ENSG00000184459	BPIFC
chr22	50507700	50507702	ENSG00000100258	LMF2
chr22	50525596	50525598	ENSG00000284194	SCO2
chr22	50526335	50526337	ENSG00000025708	TYMP
chr22	50562917	50562919	ENSG00000217442	SYCE3
chr22	50578018	50578020	ENSG00000205560	CPT1B
chr22	50582963	50582965	ENSG00000254413	CHKB-CPT1B
chr22	50582852	50582854	ENSG00000100288	CHKB
chr22	50623324	50623326	ENSG00000100299	ARSA
chr22	19527543	19527545	ENSG00000184113	CLDN5
chr22	38656390	38656392	ENSG00000184949	FAM227A
chr22	23974439	23974441	ENSG00000099977	DDT
chr22	21551459	21551461	ENSG00000183246	RIMBP3C
chr22	29061829	29061831	ENSG00000100249	C22orf31
chr22	24946692	24946694	ENSG00000206069	TMEM211
chr22	21952846	21952848	ENSG00000100034	PPM1F
chr22	21982785	21982787	ENSG00000100038	TOP3B
chr22	50531820	50531822	ENSG00000177989	ODF3B
chr22	41915072	41915074	ENSG00000234965	SHISA8
chr22	16821697	16821699	ENSG00000172967	XKR3
chr22	38700665	38700667	ENSG00000100221	JOSD1
chr3	13880069	13880071	ENSG00000154764	WNT7A
chr3	32570856	32570858	ENSG00000144635	DYNC1LI1
chr3	11810057	11810059	ENSG00000144559	TAMM41
chr3	16264941	16264943	ENSG00000154813	DPH3
chr3	33218808	33218810	ENSG00000173705	SUSD5
chr3	21751208	21751210	ENSG00000151789	ZNF385D
chr3	8902454	8902456	ENSG00000070950	RAD18
chr3	8652072	8652074	ENSG00000125046	SSUH2
chr3	19934215	19934217	ENSG00000163576	EFHB
chr3	33096799	33096801	ENSG00000188167	TMPPE
chr3	20186189	20186191	ENSG00000129810	SGO1
chr3	37176358	37176360	ENSG00000093167	LRRFIP2
chr3	12967666	12967668	ENSG00000144711	IQSEC1
chr3	27722496	27722498	ENSG00000163508	EOMES
chr3	20012265	20012267	ENSG00000183977	PP2D1
chr3	32502850	32502852	ENSG00000091317	CMTM6
chr3	36993129	36993131	ENSG00000178567	EPM2AIP1
chr3	14540340	14540342	ENSG00000144596	GRIP2
chr3	11720744	11720746	ENSG00000144560	VGLL4
chr3	44761509	44761511	ENSG00000163807	KIAA1143
chr3	17740905	17740907	ENSG00000131374	TBC1D5
chr3	10505534	10505536	ENSG00000157087	ATP2B2
chr3	42264901	42264903	ENSG00000187094	CCK
chr3	9249644	9249646	ENSG00000196220	SRGAP3
chr3	16326865	16326867	ENSG00000131378	RFTN1
chr3	14124868	14124870	ENSG00000163528	CHCHD4
chr3	27424084	27424086	ENSG00000033867	SLC4A7
chr3	43105937	43105939	ENSG00000144647	POMGNT2
chr3	39153589	39153591	ENSG00000144655	CSRNP1
chr3	3800873	3800875	ENSG00000144455	SUMF1
chr3	15099146	15099148	ENSG00000131381	RBSN
chr3	42410608	42410610	ENSG00000157093	LYZL4
chr3	15049965	15049967	ENSG00000131368	MRPS25
chr3	33440403	33440405	ENSG00000153560	UBP1
chr3	28332405	28332407	ENSG00000163512	AZI2
chr3	27216473	27216475	ENSG00000163491	NEK10
chr3	50359519	50359521	ENSG00000126062	TMEM115
chr3	36739859	36739861	ENSG00000163673	DCLK3
chr3	50303572	50303574	ENSG00000114378	HYAL1
chr3	50350777	50350779	ENSG00000114388	NPRL2
chr3	39192594	39192596	ENSG00000168334	XIRP1
chr3	51779222	51779224	ENSG00000214686	IQCF6
chr3	33097144	33097146	ENSG00000170266	GLB1
chr3	43366206	43366208	ENSG00000160746	ANO10
chr3	52830670	52830672	ENSG00000055955	ITIH4
chr3	49869901	49869903	ENSG00000164076	CAMKV
chr3	50567663	50567665	ENSG00000088543	C3orf18
chr3	50328155	50328157	ENSG00000114383	TUSC2
chr3	44976180	44976182	ENSG00000163812	ZDHHC3
chr3	52840260	52840262	ENSG00000248592	STIMATE-MUSTN1
chr3	49813951	49813953	ENSG00000182179	UBA7
chr3	49903871	49903873	ENSG00000164078	MST1R
chr3	52679712	52679714	ENSG00000163939	PBRM1
chr3	47781891	47781893	ENSG00000173473	SMARCC1
chr3	50322780	50322782	ENSG00000068001	HYAL2
chr3	79767996	79767998	ENSG00000169855	ROBO1
chr3	13420320	13420322	ENSG00000132182	NUP210
chr3	53046071	53046073	ENSG00000163935	SFMBT1
chr3	66038306	66038308	ENSG00000151276	MAGI1
chr3	86968629	86968631	ENSG00000206538	VGLL3
chr3	81761643	81761645	ENSG00000114480	GBE1
chr3	49929524	49929526	ENSG00000164077	MON1A
chr3	69386086	69386088	ENSG00000114541	FRMD4B
chr3	49792929	49792931	ENSG00000187492	CDHR4
chr3	52834913	52834915	ENSG00000272573	MUSTN1
chr3	57693075	57693077	ENSG00000174839	DENND6A
chr3	62875414	62875416	ENSG00000163618	CADPS
chr3	53099451	53099453	ENSG00000272305	
chr3	69080379	69080381	ENSG00000144744	UBA3
chr3	73400963	73400965	ENSG00000121440	PDZRN3
chr3	98593609	98593611	ENSG00000080819	CPOX
chr3	58577389	58577391	ENSG00000168309	FAM107A
chr3	75785334	75785336	ENSG00000227124	ZNF717
chr3	69013682	69013684	ENSG00000163378	EOGT
chr3	97972455	97972457	ENSG00000170854	RIOX2
chr3	96618234	96618236	ENSG00000269028	MTRNR2L12
chr3	101320573	101320575	ENSG00000081148	IMPG2
chr3	69052331	69052333	ENSG00000144747	TMF1
chr3	98034987	98034989	ENSG00000183185	GABRR3
chr3	100401087	100401089	ENSG00000154174	TOMM70
chr3	101513210	101513212	ENSG00000138468	SENP7
chr3	98901693	98901695	ENSG00000057019	DCBLD2
chr3	105869010	105869012	ENSG00000114423	CBLB
chr3	98585496	98585498	ENSG00000285635	
chr3	50342446	50342448	ENSG00000004838	ZMYND10
chr3	108529320	108529322	ENSG00000144821	MYH15
chr3	62374322	62374324	ENSG00000153266	FEZF2
chr3	114056524	114056526	ENSG00000163617	CCDC191
chr3	108953760	108953762	ENSG00000138472	GUCA1C
chr3	57292683	57292685	ENSG00000239388	ASB14
chr3	57544342	57544344	ENSG00000174844	DNAH12
chr3	52835727	52835729	ENSG00000243696	
chr3	113019669	113019671	ENSG00000163608	NEPRO
chr3	112133246	112133248	ENSG00000174500	GCSAM
chr3	52527682	52527684	ENSG00000168268	NT5DC2
chr3	71725400	71725402	ENSG00000163412	EIF4E3
chr3	108589436	108589438	ENSG00000163507	CIP2A
chr3	49856562	49856564	ENSG00000183763	TRAIP
chr3	54928057	54928059	ENSG00000144771	LRTM1
chr3	112845948	112845950	ENSG00000206531	CD200R1L
chr3	45226285	45226287	ENSG00000249992	TMEM158
chr3	68932545	68932547	ENSG00000163377	TAFA4
chr3	119436814	119436816	ENSG00000176142	TMEM39A
chr3	57227604	57227606	ENSG00000163666	HESX1
chr3	49786540	49786542	ENSG00000176095	IP6K1
chr3	109337570	109337572	ENSG00000121570	DPPA4
chr3	109316515	109316517	ENSG00000163530	DPPA2
chr3	71754227	71754229	ENSG00000285708	
chr3	125055995	125055997	ENSG00000173706	HEG1
chr3	112975088	112975090	ENSG00000163606	CD200R1
chr3	45146376	45146378	ENSG00000163814	CDCP1
chr3	119559612	119559614	ENSG00000121594	CD80
chr3	98522885	98522887	ENSG00000080822	CLDND1
chr3	53130433	53130435	ENSG00000163933	RFT1
chr3	61251411	61251413	ENSG00000189283	FHIT
chr3	113304065	113304067	ENSG00000206530	CFAP44
chr3	58522985	58522987	ENSG00000168306	ACOX2
chr3	122416060	122416062	ENSG00000196981	WDR5B
chr3	119146066	119146068	ENSG00000144847	IGSF11
chr3	113515154	113515156	ENSG00000163611	SPICE1
chr3	109118132	109118134	ENSG00000114487	MORC1
chr3	108222422	108222424	ENSG00000114446	IFT57
chr3	113515149	113515151	ENSG00000285943	
chr3	116445485	116445487	ENSG00000185565	LSAMP
chr3	58831723	58831725	ENSG00000163689	CFAP20DC
chr3	125520200	125520202	ENSG00000114520	SNX4
chr3	119240637	119240639	ENSG00000121578	B4GALT4
chr3	127598265	127598267	ENSG00000163870	TPRA1
chr3	112499470	112499472	ENSG00000186265	BTLA
chr3	52770938	52770940	ENSG00000114904	NEK4
chr3	121660901	121660903	ENSG00000180353	HCLS1
chr3	112294214	112294216	ENSG00000172139	SLC9C1
chr3	112561960	112561962	ENSG00000144848	ATG3
chr3	122741774	122741776	ENSG00000169087	HSPBAP1
chr3	111595344	111595346	ENSG00000177494	ZBED2
chr3	122514937	122514939	ENSG00000114030	KPNA1
chr3	122383229	122383231	ENSG00000160124	MIX23
chr3	58666772	58666774	ENSG00000198643	FAM3D
chr3	125595495	125595497	ENSG00000144909	OSBPL11
chr3	136196333	136196335	ENSG00000174579	MSL2
chr3	122022181	122022183	ENSG00000145103	ILDR1
chr3	136752376	136752378	ENSG00000118007	STAG1
chr3	123494828	123494830	ENSG00000206527	HACD2
chr3	71785204	71785206	ENSG00000163421	PROK2
chr3	120450990	120450992	ENSG00000163430	FSTL1
chr3	113696644	113696646	ENSG00000176542	USF3
chr3	150905437	150905439	ENSG00000214237	MINDY4B
chr3	138132388	138132390	ENSG00000118017	A4GNT
chr3	149752487	149752489	ENSG00000114744	COMMD2
chr3	64225464	64225466	ENSG00000163637	PRICKLE2
chr3	128097494	128097496	ENSG00000175792	RUVBL1
chr3	138594258	138594260	ENSG00000114107	CEP70
chr3	149221825	149221827	ENSG00000047457	CP
chr3	138174919	138174921	ENSG00000138231	DBR1
chr3	138115606	138115608	ENSG00000158163	DZIP1L
chr3	113746247	113746249	ENSG00000121579	NAA50
chr3	149333634	149333636	ENSG00000163762	TM4SF18
chr3	131502969	131502971	ENSG00000114686	MRPL3
chr3	161105349	161105351	ENSG00000169255	B3GALNT1
chr3	165837421	165837423	ENSG00000114200	BCHE
chr3	158732455	158732457	ENSG00000118849	RARRES1
chr3	149377647	149377649	ENSG00000169908	TM4SF1
chr3	143848466	143848468	ENSG00000181804	SLC9A9
chr3	150763167	150763169	ENSG00000181788	SIAH2
chr3	139518633	139518635	ENSG00000114115	RBP1
chr3	160449827	160449829	ENSG00000248710	
chr3	171602336	171602338	ENSG00000075651	PLD1
chr3	172523428	172523430	ENSG00000121858	TNFSF10
chr3	170102897	170102899	ENSG00000173889	PHC3
chr3	158669591	158669593	ENSG00000079257	LXN
chr3	165078494	165078496	ENSG00000090402	SI
chr3	170870193	170870195	ENSG00000163584	RPL22L1
chr3	173141233	173141235	ENSG00000144962	SPATA16
chr3	150682317	150682319	ENSG00000163645	ERICH6
chr3	169812902	169812904	ENSG00000171757	LRRC34
chr3	171026718	171026720	ENSG00000163581	SLC2A2
chr3	165196382	165196384	ENSG00000121871	SLITRK3
chr3	169869933	169869935	ENSG00000114248	LRRC31
chr3	150603172	150603174	ENSG00000120742	SERP1
chr3	171460403	171460405	ENSG00000154310	TNIK
chr3	160399223	160399225	ENSG00000068885	IFT80
chr3	182980536	182980538	ENSG00000043093	DCUN1D1
chr3	146085887	146085889	ENSG00000152952	PLOD2
chr3	183099494	183099496	ENSG00000078070	MCCC1
chr3	121749753	121749755	ENSG00000173230	GOLGB1
chr3	154324485	154324487	ENSG00000174953	DHX36
chr3	169769559	169769561	ENSG00000184378	ACTRT3
chr3	169147732	169147734	ENSG00000085276	MECOM
chr3	157503337	157503339	ENSG00000197415	VEPH1
chr3	123027876	123027878	ENSG00000082684	SEMA5B
chr3	183162732	183162734	ENSG00000078081	LAMP3
chr3	142460414	142460416	ENSG00000175054	ATR
chr3	180616650	180616652	ENSG00000284862	CCDC39
chr3	121835058	121835060	ENSG00000173226	IQCB1
chr3	155854425	155854427	ENSG00000169359	SLC33A1
chr3	149792552	149792554	ENSG00000206199	ANKUB1
chr3	172448454	172448456	ENSG00000121853	GHSR
chr3	154430188	154430190	ENSG00000174948	GPR149
chr3	170586073	170586075	ENSG00000013293	SLC7A14
chr3	74521138	74521140	ENSG00000113805	CNTN3
chr3	187670392	187670394	ENSG00000157005	SST
chr3	41278149	41278151	ENSG00000168038	ULK4
chr3	193378751	193378753	ENSG00000187527	ATP13A5
chr3	57165351	57165353	ENSG00000144730	IL17RD
chr3	180989734	180989736	ENSG00000205981	DNAJC19
chr3	120682237	120682239	ENSG00000113924	HGD
chr3	186164965	186164967	ENSG00000058866	DGKG
chr3	183555704	183555706	ENSG00000172578	KLHL6
chr3	150941741	150941743	ENSG00000260234	
chr3	195443018	195443020	ENSG00000114331	ACAP2
chr3	185938012	185938014	ENSG00000136527	TRA2B
chr3	64687998	64688000	ENSG00000163638	ADAMTS9
chr3	191330534	191330536	ENSG00000188958	UTS2B
chr3	168095922	168095924	ENSG00000173905	GOLIM4
chr3	195778808	195778810	ENSG00000145113	MUC4
chr3	142225583	142225585	ENSG00000175066	GK5
chr3	196292542	196292544	ENSG00000213123	DYNLT2B
chr3	185254047	185254049	ENSG00000113790	EHHADH
chr3	184017882	184017884	ENSG00000114770	ABCC5
chr3	138834926	138834928	ENSG00000051382	PIK3CB
chr3	72795588	72795590	ENSG00000144736	SHQ1
chr3	187702555	187702557	ENSG00000198471	RTP2
chr3	196287688	196287690	ENSG00000161217	PCYT1A
chr3	139678015	139678017	ENSG00000163864	NMNAT3
chr3	187745466	187745468	ENSG00000113916	BCL6
chr3	197556046	197556048	ENSG00000161267	BDH1
chr3	197959989	197959991	ENSG00000114473	IQCG
chr3	195543323	195543325	ENSG00000184203	PPP1R2
chr3	196503766	196503768	ENSG00000163961	RNF168
chr3	196338371	196338373	ENSG00000273331	TM4SF19-DYNLT2B
chr3	196211398	196211400	ENSG00000163958	ZDHHC19
chr3	197749697	197749699	ENSG00000145016	RUBCN
chr3	196937688	196937690	ENSG00000114503	NCBP2
chr3	185499033	185499035	ENSG00000163900	TMEM41A
chr3	195271157	195271159	ENSG00000173950	XXYLT1
chr3	197004177	197004179	ENSG00000163975	MELTF
chr3	192917854	192917856	ENSG00000180611	MB21D2
chr3	190120895	190120897	ENSG00000090530	P3H2
chr3	195583938	195583940	ENSG00000189058	APOD
chr3	196568552	196568554	ENSG00000185798	WDR53
chr3	183884887	183884889	ENSG00000283765	
chr3	196318220	196318222	ENSG00000272741	
chr3	161372878	161372880	ENSG00000196542	SPTSSB
chr3	196432425	196432427	ENSG00000163960	UBXN7
chr3	196968831	196968833	ENSG00000119227	PIGZ
chr3	193418981	193418983	ENSG00000127249	ATP13A4
chr3	149970948	149970950	ENSG00000070087	PFN2
chr3	133608694	133608696	ENSG00000163781	TOPBP1
chr3	190858058	190858060	ENSG00000205835	GMNC
chr3	196515344	196515346	ENSG00000214097	SMCO1
chr3	186109087	186109089	ENSG00000244405	ETV5
chr3	155806264	155806266	ENSG00000174928	C3orf33
chr3	155854440	155854442	ENSG00000284952	
chr3	57597342	57597344	ENSG00000168374	ARF4
chr3	185552586	185552588	ENSG00000163898	LIPH
chr3	170908635	170908637	ENSG00000163577	EIF5A2
chr3	149086520	149086522	ENSG00000071794	HLTF
chr3	128466966	128466968	ENSG00000179407	DNAJB8
chr3	128493199	128493201	ENSG00000179348	GATA2
chr3	128650816	128650818	ENSG00000163902	RPN1
chr3	101677130	101677132	ENSG00000066422	ZBTB11
chr3	101686710	101686712	ENSG00000114391	RPL24
chr3	134651020	134651022	ENSG00000174611	KY
chr3	10108082	10108084	ENSG00000163705	FANCD2OS
chr3	10292945	10292947	ENSG00000157017	GHRL
chr3	10305070	10305072	ENSG00000157020	SEC13
chr3	48898880	48898882	ENSG00000178537	SLC25A20
chr3	49016281	49016283	ENSG00000178149	DALRD3
chr3	63863803	63863805	ENSG00000163634	THOC7
chr3	114179050	114179052	ENSG00000151577	DRD3
chr3	115147286	115147288	ENSG00000181722	ZBTB20
chr3	155293681	155293683	ENSG00000240045	STRIT1
chr3	39280034	39280036	ENSG00000168329	CX3CR1
chr3	16604788	16604790	ENSG00000092345	DAZL
chr3	24494820	24494822	ENSG00000151090	THRB
chr3	129183903	129183905	ENSG00000169714	CNBP
chr3	14178599	14178601	ENSG00000154767	XPC
chr3	185825040	185825042	ENSG00000073792	IGF2BP2
chr3	114237576	114237578	ENSG00000174255	ZNF80
chr3	126181184	126181186	ENSG00000144908	ALDH1L1
chr3	183884931	183884933	ENSG00000175193	PARL
chr3	157160758	157160760	ENSG00000163660	CCNL1
chr3	172711065	172711067	ENSG00000144959	NCEH1
chr3	177041179	177041181	ENSG00000177565	TBL1XR1
chr3	183825575	183825577	ENSG00000180834	MAP6D1
chr3	196338386	196338388	ENSG00000145107	TM4SF19
chr3	120742514	120742516	ENSG00000144840	RABL3
chr3	69122593	69122595	ENSG00000163380	LMOD3
chr3	128994074	128994076	ENSG00000114656	CFAP92
chr3	167380295	167380297	ENSG00000169064	ZBBX
chr3	100993419	100993421	ENSG00000154175	ABI3BP
chr3	123884329	123884331	ENSG00000065534	MYLK
chr3	123991350	123991352	ENSG00000065371	ROPN1
chr3	25730548	25730550	ENSG00000151092	NGLY1
chr3	184248960	184248962	ENSG00000214160	ALG3
chr3	184261551	184261553	ENSG00000163888	CAMK2N2
chr3	184361603	184361605	ENSG00000114859	CLCN2
chr3	38123081	38123083	ENSG00000060971	ACAA1
chr3	46693677	46693679	ENSG00000178038	ALS2CL
chr3	46812572	46812574	ENSG00000206549	
chr3	46717867	46717869	ENSG00000283706	PRSS50
chr3	46744753	46744755	ENSG00000188086	PRSS45P
chr3	46863442	46863444	ENSG00000160808	MYL3
chr3	179451468	179451470	ENSG00000114450	GNB4
chr3	179604636	179604638	ENSG00000136522	MRPL47
chr3	194351326	194351328	ENSG00000178772	CPN2
chr3	194369741	194369743	ENSG00000172061	LRRC15
chr3	194398352	194398354	ENSG00000178732	GP5
chr3	194498362	194498364	ENSG00000133657	ATP13A3
chr3	194672189	194672191	ENSG00000041802	LSG1
chr3	55610908	55610910	ENSG00000187672	ERC2
chr3	39051942	39051944	ENSG00000168356	SCN11A
chr3	184712062	184712064	ENSG00000177383	MAGEF1
chr3	185153058	185153060	ENSG00000187068	C3orf70
chr3	179259206	179259208	ENSG00000171121	KCNMB3
chr3	130746827	130746829	ENSG00000196455	PIK3R4
chr3	190322444	190322446	ENSG00000163347	CLDN1
chr3	142149542	142149544	ENSG00000114126	TFDP2
chr3	36945055	36945057	ENSG00000168016	TRANK1
chr3	138329884	138329886	ENSG00000181322	NME9
chr3	67654608	67654610	ENSG00000172340	SUCLG2
chr3	38008333	38008335	ENSG00000187091	PLCD1
chr3	156555115	156555117	ENSG00000114850	SSR3
chr3	131026790	131026792	ENSG00000034533	ASTE1
chr3	64023492	64023494	ENSG00000163636	PSMD6
chr3	155676414	155676416	ENSG00000114805	PLCH1
chr3	149703271	149703273	ENSG00000018408	WWTR1
chr3	66501020	66501022	ENSG00000144749	LRIG1
chr3	147406541	147406543	ENSG00000174963	ZIC4
chr3	52840605	52840607	ENSG00000213533	STIMATE
chr3	184378205	184378207	ENSG00000090534	THPO
chr3	56801947	56801949	ENSG00000163947	ARHGEF3
chr3	50611759	50611761	ENSG00000114737	CISH
