gene	distance	cell
ENSG00000154654	405518	MCF7
ENSG00000154654	437096	MCF7
ENSG00000154654	898972	MCF7
ENSG00000154654	1191237	MCF7
ENSG00000154654	1892221	MCF7
ENSG00000154719	1592395	MCF7
ENSG00000154719	704746	MCF7
ENSG00000154719	206612	MCF7
ENSG00000166265	182708	MCF7
ENSG00000166265	131736	MCF7
ENSG00000166265	85961	MCF7
ENSG00000154736	28295	MCF7
ENSG00000156239	185452	MCF7
ENSG00000156273	209759	MCF7
ENSG00000184351	2040	MCF7
ENSG00000142168	24331	MCF7
ENSG00000142168	7930	MCF7
ENSG00000242220	49840	MCF7
ENSG00000242220	43733	MCF7
ENSG00000159128	35665	MCF7
ENSG00000288711	55647	MCF7
ENSG00000159212	6178	MCF7
ENSG00000159216	56414	MCF7
ENSG00000159216	174802	MCF7
ENSG00000159216	192213	MCF7
ENSG00000185917	527822	MCF7
ENSG00000159256	17946	MCF7
ENSG00000182670	29514	MCF7
ENSG00000157542	83102	MCF7
ENSG00000157557	98784	MCF7
ENSG00000183036	263000	MCF7
ENSG00000183036	348397	MCF7
ENSG00000183036	391045	MCF7
ENSG00000183036	410902	MCF7
ENSG00000171587	453591	MCF7
ENSG00000182240	22455	MCF7
ENSG00000184012	39912	MCF7
ENSG00000183421	83855	MCF7
ENSG00000183421	15252	MCF7
ENSG00000183421	16329	MCF7
ENSG00000177398	1684	MCF7
ENSG00000177398	15877	MCF7
ENSG00000160179	1923	MCF7
ENSG00000233056	13368	MCF7
ENSG00000142178	82352	MCF7
ENSG00000234289	64264	MCF7
ENSG00000160209	7641	MCF7
ENSG00000160213	25282	MCF7
ENSG00000160214	2369	MCF7
ENSG00000141959	15616	MCF7
ENSG00000160233	36929	MCF7
ENSG00000205445	1762	MCF7
ENSG00000188155	1241	MCF7
ENSG00000272804	2160	MCF7
ENSG00000175894	1135	MCF7
ENSG00000184787	34774	MCF7
ENSG00000186866	50051	MCF7
ENSG00000182871	31639	MCF7
ENSG00000183570	10345	MCF7
ENSG00000142156	100612	MCF7
ENSG00000142156	28108	MCF7
ENSG00000160310	52820	MCF7
ENSG00000130538	4670921	MCF7
ENSG00000130538	3630710	MCF7
ENSG00000130538	2710581	MCF7
ENSG00000130538	289521	MCF7
ENSG00000198062	82451	MCF7
ENSG00000172967	23468	MCF7
ENSG00000093072	10870	MCF7
ENSG00000099954	11600	MCF7
ENSG00000100033	6645	MCF7
ENSG00000184058	12558	MCF7
ENSG00000185838	48039	MCF7
ENSG00000215012	13866	MCF7
ENSG00000215012	19479	MCF7
ENSG00000099889	5820	MCF7
ENSG00000040608	29170	MCF7
ENSG00000128185	10958	MCF7
ENSG00000099917	101401	MCF7
ENSG00000099942	4318	MCF7
ENSG00000206140	31599	MCF7
ENSG00000099958	10017	MCF7
ENSG00000197077	108877	MCF7
ENSG00000100077	49464	MCF7
ENSG00000133454	87217	MCF7
ENSG00000196431	471870	MCF7
ENSG00000169184	81877	MCF7
ENSG00000100154	363435	MCF7
ENSG00000100219	18999	MCF7
ENSG00000100249	77995	MCF7
ENSG00000100280	44435	MCF7
ENSG00000100285	10920	MCF7
ENSG00000186575	15500	MCF7
ENSG00000186575	19493	MCF7
ENSG00000128342	18148	MCF7
ENSG00000128342	448	MCF7
ENSG00000253352	29421	MCF7
ENSG00000183963	45570	MCF7
ENSG00000138942	17288	MCF7
ENSG00000182541	6721	MCF7
ENSG00000100100	38056	MCF7
ENSG00000100100	14017	MCF7
ENSG00000183530	29100	MCF7
ENSG00000205856	51965	MCF7
ENSG00000133424	888653	MCF7
ENSG00000133424	896666	MCF7
ENSG00000175329	304607	MCF7
ENSG00000175329	165877	MCF7
ENSG00000100345	58321	MCF7
ENSG00000100353	911	MCF7
ENSG00000166897	63508	MCF7
ENSG00000189060	20095	MCF7
ENSG00000100139	6482	MCF7
ENSG00000213923	4818	MCF7
ENSG00000100242	7201	MCF7
ENSG00000128268	9605	MCF7
ENSG00000176177	93833	MCF7
ENSG00000128285	1821	MCF7
ENSG00000128285	50128	MCF7
ENSG00000100401	5547	MCF7
ENSG00000198911	5878	MCF7
ENSG00000242247	51303	MCF7
ENSG00000100271	6494	MCF7
ENSG00000186654	56117	MCF7
ENSG00000248405	16291	MCF7
ENSG00000056487	8947	MCF7
ENSG00000056487	64085	MCF7
ENSG00000077942	32070	MCF7
ENSG00000054611	80024	MCF7
ENSG00000054611	367131	MCF7
ENSG00000219438	623568	MCF7
ENSG00000219438	91460	MCF7
ENSG00000100425	531725	MCF7
ENSG00000100425	62453	MCF7
ENSG00000205593	20861	MCF7
ENSG00000100241	1759	MCF7
ENSG00000100312	11161	MCF7
ENSG00000079974	12731	MCF7
ENSG00000134121	85067	MCF7
ENSG00000134115	23461	MCF7
ENSG00000134115	20456	MCF7
ENSG00000175928	239195	MCF7
ENSG00000150995	88717	MCF7
ENSG00000134107	15432	MCF7
ENSG00000134107	20428	MCF7
ENSG00000134108	15445	MCF7
ENSG00000134109	624161	MCF7
ENSG00000071282	149713	MCF7
ENSG00000125046	39172	MCF7
ENSG00000182533	17681	MCF7
ENSG00000196220	136403	MCF7
ENSG00000196220	99738	MCF7
ENSG00000196220	79847	MCF7
ENSG00000134070	29595	MCF7
ENSG00000157087	55009	MCF7
ENSG00000132164	86727	MCF7
ENSG00000197548	182204	MCF7
ENSG00000197548	190606	MCF7
ENSG00000144559	39002	MCF7
ENSG00000144559	33437	MCF7
ENSG00000088726	38	MCF7
ENSG00000132182	118193	MCF7
ENSG00000163517	23886	MCF7
ENSG00000163520	22547	MCF7
ENSG00000154764	10761	MCF7
ENSG00000163528	117239	MCF7
ENSG00000131389	76434	MCF7
ENSG00000144596	51221	MCF7
ENSG00000131375	32971	MCF7
ENSG00000131370	25105	MCF7
ENSG00000206560	75990	MCF7
ENSG00000131386	140393	MCF7
ENSG00000131374	146187	MCF7
ENSG00000182568	287954	MCF7
ENSG00000183960	309010	MCF7
ENSG00000114166	37811	MCF7
ENSG00000151090	6791	MCF7
ENSG00000151090	338065	MCF7
ENSG00000077092	118350	MCF7
ENSG00000077092	119557	MCF7
ENSG00000077097	13802	MCF7
ENSG00000163491	124581	MCF7
ENSG00000144642	23391	MCF7
ENSG00000144642	100586	MCF7
ENSG00000163513	512544	MCF7
ENSG00000163513	378501	MCF7
ENSG00000144644	70054	MCF7
ENSG00000144644	211630	MCF7
ENSG00000197385	55358	MCF7
ENSG00000152642	61524	MCF7
ENSG00000153551	15022	MCF7
ENSG00000153560	27292	MCF7
ENSG00000163539	32052	MCF7
ENSG00000170248	218258	MCF7
ENSG00000170248	226232	MCF7
ENSG00000172995	646977	MCF7
ENSG00000168016	11614	MCF7
ENSG00000178567	22965	MCF7
ENSG00000144674	32723	MCF7
ENSG00000144668	175919	MCF7
ENSG00000144677	200859	MCF7
ENSG00000157036	34486	MCF7
ENSG00000170011	235661	MCF7
ENSG00000168036	169988	MCF7
ENSG00000168038	193284	MCF7
ENSG00000010282	8085	MCF7
ENSG00000244607	10537	MCF7
ENSG00000240747	13828	MCF7
ENSG00000160746	98175	MCF7
ENSG00000283473	17573	MCF7
ENSG00000178038	32504	MCF7
ENSG00000188086	18449	MCF7
ENSG00000114650	31522	MCF7
ENSG00000164045	54521	MCF7
ENSG00000164050	27478	MCF7
ENSG00000164050	2238	MCF7
ENSG00000236980	3771	MCF7
ENSG00000088538	176097	MCF7
ENSG00000164087	47011	MCF7
ENSG00000163931	5698	MCF7
ENSG00000163931	13793	MCF7
ENSG00000272886	235645	MCF7
ENSG00000163947	17485	MCF7
ENSG00000186451	45095	MCF7
ENSG00000174840	4041	MCF7
ENSG00000163689	42650	MCF7
ENSG00000163689	562112	MCF7
ENSG00000163689	967085	MCF7
ENSG00000144724	135798	MCF7
ENSG00000114405	134904	MCF7
ENSG00000163630	25380	MCF7
ENSG00000163632	6716	MCF7
ENSG00000163637	38180	MCF7
ENSG00000163637	50478	MCF7
ENSG00000163637	77613	MCF7
ENSG00000163638	147959	MCF7
ENSG00000163638	256335	MCF7
ENSG00000144747	123	MCF7
ENSG00000187098	242821	MCF7
ENSG00000242120	541560	MCF7
ENSG00000114861	160031	MCF7
ENSG00000114861	135468	MCF7
ENSG00000163602	268881	MCF7
ENSG00000163602	114625	MCF7
ENSG00000121440	105248	MCF7
ENSG00000113805	527443	MCF7
ENSG00000172969	310013	MCF7
ENSG00000172969	36938	MCF7
ENSG00000227124	1700	MCF7
ENSG00000169855	361587	MCF7
ENSG00000169855	661850	MCF7
ENSG00000114480	338789	MCF7
ENSG00000114480	881452	MCF7
ENSG00000175161	1024080	MCF7
ENSG00000175161	548880	MCF7
ENSG00000206538	341086	MCF7
ENSG00000206538	112213	MCF7
ENSG00000064835	155760	MCF7
ENSG00000179097	185132	MCF7
ENSG00000175105	382	MCF7
ENSG00000283434	90502	MCF7
ENSG00000044524	109847	MCF7
ENSG00000044524	114819	MCF7
ENSG00000044524	510107	MCF7
ENSG00000044524	857323	MCF7
ENSG00000044524	2315198	MCF7
ENSG00000113966	259800	MCF7
ENSG00000113966	143709	MCF7
ENSG00000196098	5791	MCF7
ENSG00000232382	16979	MCF7
ENSG00000168386	35831	MCF7
ENSG00000168386	125267	MCF7
ENSG00000181458	28107	MCF7
ENSG00000081148	84099	MCF7
ENSG00000081154	37	MCF7
ENSG00000170044	593467	MCF7
ENSG00000170044	875058	MCF7
ENSG00000170017	499158	MCF7
ENSG00000170017	5470	MCF7
ENSG00000114423	639374	MCF7
ENSG00000138483	23046	MCF7
ENSG00000138483	14866	MCF7
ENSG00000114439	12354	MCF7
ENSG00000196776	145352	MCF7
ENSG00000138472	38475	MCF7
ENSG00000177707	105023	MCF7
ENSG00000177494	85587	MCF7
ENSG00000114529	11064	MCF7
ENSG00000206531	55109	MCF7
ENSG00000114573	6849	MCF7
ENSG00000181847	172739	MCF7
ENSG00000185565	172741	MCF7
ENSG00000121577	3109	MCF7
ENSG00000144852	11793	MCF7
ENSG00000082701	7579	MCF7
ENSG00000173230	17962	MCF7
ENSG00000145088	17111	MCF7
ENSG00000114013	26284	MCF7
ENSG00000114023	9849	MCF7
ENSG00000114030	36165	MCF7
ENSG00000114030	18025	MCF7
ENSG00000138463	95173	MCF7
ENSG00000082684	93165	MCF7
ENSG00000206527	149634	MCF7
ENSG00000160145	184207	MCF7
ENSG00000114491	338044	MCF7
ENSG00000114491	332782	MCF7
ENSG00000114491	155976	MCF7
ENSG00000163848	87682	MCF7
ENSG00000114544	24373	MCF7
ENSG00000114544	35188	MCF7
ENSG00000114554	23269	MCF7
ENSG00000114554	92846	MCF7
ENSG00000239620	117418	MCF7
ENSG00000058262	43675	MCF7
ENSG00000175792	1825	MCF7
ENSG00000132394	63944	MCF7
ENSG00000163902	5888	MCF7
ENSG00000169704	15831	MCF7
ENSG00000251287	14061	MCF7
ENSG00000014257	120898	MCF7
ENSG00000129048	88464	MCF7
ENSG00000081307	27050	MCF7
ENSG00000240303	9365	MCF7
ENSG00000114019	32613	MCF7
ENSG00000182923	10403	MCF7
ENSG00000073711	290546	MCF7
ENSG00000073711	56975	MCF7
ENSG00000174579	53742	MCF7
ENSG00000174579	4488	MCF7
ENSG00000174564	108600	MCF7
ENSG00000174564	386076	MCF7
ENSG00000168875	299242	MCF7
ENSG00000158186	36324	MCF7
ENSG00000158234	65506	MCF7
ENSG00000051382	30797	MCF7
ENSG00000184432	136344	MCF7
ENSG00000163864	37632	MCF7
ENSG00000158258	17999	MCF7
ENSG00000155890	253996	MCF7
ENSG00000114120	79148	MCF7
ENSG00000069849	45187	MCF7
ENSG00000188582	36970	MCF7
ENSG00000175040	129249	MCF7
ENSG00000175040	144048	MCF7
ENSG00000181804	246039	MCF7
ENSG00000181804	34758	MCF7
ENSG00000152952	841107	MCF7
ENSG00000152952	731327	MCF7
ENSG00000152952	727600	MCF7
ENSG00000152952	568439	MCF7
ENSG00000152952	457304	MCF7
ENSG00000231213	22653	MCF7
ENSG00000144891	469835	MCF7
ENSG00000047457	29415	MCF7
ENSG00000206199	8075	MCF7
ENSG00000082996	323	MCF7
ENSG00000196428	34348	MCF7
ENSG00000144895	19021	MCF7
ENSG00000181631	13023	MCF7
ENSG00000152601	93692	MCF7
ENSG00000169860	122228	MCF7
ENSG00000181467	23320	MCF7
ENSG00000181467	1090	MCF7
ENSG00000181467	151385	MCF7
ENSG00000181467	452248	MCF7
ENSG00000196549	124775	MCF7
ENSG00000196549	23261	MCF7
ENSG00000240045	72903	MCF7
ENSG00000240045	133125	MCF7
ENSG00000174928	10661	MCF7
ENSG00000214216	410986	MCF7
ENSG00000151967	18496	MCF7
ENSG00000151967	9823	MCF7
ENSG00000151967	41901	MCF7
ENSG00000163590	29928	MCF7
ENSG00000169251	60408	MCF7
ENSG00000196542	96534	MCF7
ENSG00000169064	571787	MCF7
ENSG00000173905	155311	MCF7
ENSG00000085276	61486	MCF7
ENSG00000085276	77409	MCF7
ENSG00000013293	103258	MCF7
ENSG00000163581	33493	MCF7
ENSG00000075651	38125	MCF7
ENSG00000186329	53182	MCF7
ENSG00000186329	50442	MCF7
ENSG00000121858	13467	MCF7
ENSG00000144959	25158	MCF7
ENSG00000114346	145797	MCF7
ENSG00000177694	309306	MCF7
ENSG00000177694	786264	MCF7
ENSG00000177694	1132599	MCF7
ENSG00000177694	1243953	MCF7
ENSG00000177565	253184	MCF7
ENSG00000177565	175119	MCF7
ENSG00000177565	379794	MCF7
ENSG00000177565	435924	MCF7
ENSG00000177565	550218	MCF7
ENSG00000172667	1350	MCF7
ENSG00000114757	71199	MCF7
ENSG00000114757	329221	MCF7
ENSG00000114757	337107	MCF7
ENSG00000181449	176329	MCF7
ENSG00000181449	262328	MCF7
ENSG00000058063	461241	MCF7
ENSG00000176597	42152	MCF7
ENSG00000180834	12210	MCF7
ENSG00000182580	89937	MCF7
ENSG00000177383	48275	MCF7
ENSG00000156931	45117	MCF7
ENSG00000156931	29402	MCF7
ENSG00000073792	106721	MCF7
ENSG00000244405	32680	MCF7
ENSG00000213139	69922	MCF7
ENSG00000156976	70	MCF7
ENSG00000073849	7034	MCF7
ENSG00000163923	25498	MCF7
ENSG00000175077	13830	MCF7
ENSG00000145012	249303	MCF7
ENSG00000073282	204950	MCF7
ENSG00000090530	82582	MCF7
ENSG00000113946	3422	MCF7
ENSG00000188729	41217	MCF7
ENSG00000127252	5928	MCF7
ENSG00000127249	81161	MCF7
ENSG00000198836	255787	MCF7
ENSG00000114315	68373	MCF7
ENSG00000178772	20244	MCF7
ENSG00000185112	89090	MCF7
ENSG00000173950	82992	MCF7
ENSG00000173950	32745	MCF7
ENSG00000189058	159	MCF7
ENSG00000061938	87241	MCF7
ENSG00000072274	58152	MCF7
ENSG00000163958	74541	MCF7
ENSG00000161217	9505	MCF7
ENSG00000272741	1856	MCF7
ENSG00000163975	88969	MCF7
ENSG00000075711	55125	MCF7
ENSG00000185621	189995	MCF7
ENSG00000272602	36573	MCF7
ENSG00000068078	22089	MCF7
ENSG00000206113	9799	MCF7
ENSG00000109736	3337	MCF7
ENSG00000188981	51909	MCF7
ENSG00000109758	55716	MCF7
ENSG00000109758	55088	MCF7
ENSG00000109758	4600	MCF7
ENSG00000163956	509	MCF7
ENSG00000163956	27441	MCF7
ENSG00000184160	18111	MCF7
ENSG00000184160	173666	MCF7
ENSG00000163982	46258	MCF7
ENSG00000163982	7242	MCF7
ENSG00000168818	106027	MCF7
ENSG00000170891	33129	MCF7
ENSG00000072840	61914	MCF7
ENSG00000072832	24077	MCF7
ENSG00000181215	43379	MCF7
ENSG00000109501	4618	MCF7
ENSG00000132405	23277	MCF7
ENSG00000184985	62915	MCF7
ENSG00000196526	169356	MCF7
ENSG00000196526	165116	MCF7
ENSG00000163995	27351	MCF7
ENSG00000163995	42718	MCF7
ENSG00000109625	126673	MCF7
ENSG00000215612	113022	MCF7
ENSG00000071127	446	MCF7
ENSG00000002587	129429	MCF7
ENSG00000137449	1004	MCF7
ENSG00000163145	8938	MCF7
ENSG00000004468	12649	MCF7
ENSG00000007062	87385	MCF7
ENSG00000169744	264930	MCF7
ENSG00000145147	1071258	MCF7
ENSG00000185774	71158	MCF7
ENSG00000109610	25949	MCF7
ENSG00000181982	48857	MCF7
ENSG00000181982	43481	MCF7
ENSG00000157765	88529	MCF7
ENSG00000250317	7829	MCF7
ENSG00000163394	83346	MCF7
ENSG00000109689	836208	MCF7
ENSG00000109689	1494182	MCF7
ENSG00000169851	1220027	MCF7
ENSG00000169851	513997	MCF7
ENSG00000169851	712111	MCF7
ENSG00000047365	2326386	MCF7
ENSG00000047365	572676	MCF7
ENSG00000047365	553394	MCF7
ENSG00000109787	93783	MCF7
ENSG00000109787	60690	MCF7
ENSG00000109787	9588	MCF7
ENSG00000157796	14869	MCF7
ENSG00000163694	26	MCF7
ENSG00000163697	82071	MCF7
ENSG00000163697	69335	MCF7
ENSG00000163697	68122	MCF7
ENSG00000178343	73247	MCF7
ENSG00000163281	274272	MCF7
ENSG00000182223	130595	MCF7
ENSG00000109180	39474	MCF7
ENSG00000145247	21287	MCF7
ENSG00000109182	508642	MCF7
ENSG00000163071	281	MCF7
ENSG00000163071	5951	MCF7
ENSG00000128045	105933	MCF7
ENSG00000072201	81490	MCF7
ENSG00000134853	190470	MCF7
ENSG00000171476	43058	MCF7
ENSG00000171476	51465	MCF7
ENSG00000163453	46356	MCF7
ENSG00000163453	1617333	MCF7
ENSG00000163453	1985265	MCF7
ENSG00000150471	1230289	MCF7
ENSG00000205678	1092915	MCF7
ENSG00000145242	311479	MCF7
ENSG00000145242	70650	MCF7
ENSG00000198092	44875	MCF7
ENSG00000171234	15548	MCF7
ENSG00000171234	17746	MCF7
ENSG00000171234	44765	MCF7
ENSG00000173610	1944	MCF7
ENSG00000018189	2546	MCF7
ENSG00000145321	129337	MCF7
ENSG00000056291	92982	MCF7
ENSG00000132466	26996	MCF7
ENSG00000109321	45788	MCF7
ENSG00000169116	46159	MCF7
ENSG00000169116	184994	MCF7
ENSG00000138755	11206	MCF7
ENSG00000163749	20613	MCF7
ENSG00000186212	115753	MCF7
ENSG00000186212	11675	MCF7
ENSG00000138764	72245	MCF7
ENSG00000138764	175557	MCF7
ENSG00000156234	168838	MCF7
ENSG00000156234	167301	MCF7
ENSG00000156234	39301	MCF7
ENSG00000169288	17938	MCF7
ENSG00000152785	85940	MCF7
ENSG00000145293	7063	MCF7
ENSG00000168152	13042	MCF7
ENSG00000168152	5710	MCF7
ENSG00000145287	56073	MCF7
ENSG00000163624	23561	MCF7
ENSG00000138639	201887	MCF7
ENSG00000138639	153730	MCF7
ENSG00000109339	40112	MCF7
ENSG00000138646	1426	MCF7
ENSG00000180346	11109	MCF7
ENSG00000185477	80189	MCF7
ENSG00000145335	155701	MCF7
ENSG00000184305	713246	MCF7
ENSG00000152208	306561	MCF7
ENSG00000172238	242786	MCF7
ENSG00000163114	578968	MCF7
ENSG00000163114	795776	MCF7
ENSG00000163114	903149	MCF7
ENSG00000138698	67293	MCF7
ENSG00000164024	31863	MCF7
ENSG00000197894	3089	MCF7
ENSG00000164035	259393	MCF7
ENSG00000164035	334259	MCF7
ENSG00000138814	145656	MCF7
ENSG00000138821	70843	MCF7
ENSG00000109320	36119	MCF7
ENSG00000109323	95170	MCF7
ENSG00000109332	17387	MCF7
ENSG00000138778	214295	MCF7
ENSG00000169836	210176	MCF7
ENSG00000168769	173938	MCF7
ENSG00000168769	161731	MCF7
ENSG00000168769	122184	MCF7
ENSG00000168769	367	MCF7
ENSG00000168743	106	MCF7
ENSG00000138801	251791	MCF7
ENSG00000138801	243506	MCF7
ENSG00000109475	153036	MCF7
ENSG00000170522	100001	MCF7
ENSG00000073331	12922	MCF7
ENSG00000145349	407888	MCF7
ENSG00000145349	199644	MCF7
ENSG00000180801	75470	MCF7
ENSG00000138653	311243	MCF7
ENSG00000270394	328715	MCF7
ENSG00000164099	44157	MCF7
ENSG00000164099	132855	MCF7
ENSG00000050730	62069	MCF7
ENSG00000138684	17500	MCF7
ENSG00000181004	44192	MCF7
ENSG00000138685	28037	MCF7
ENSG00000145375	121409	MCF7
ENSG00000151458	200657	MCF7
ENSG00000196159	230492	MCF7
ENSG00000164066	361359	MCF7
ENSG00000164070	1325	MCF7
ENSG00000077684	123127	MCF7
ENSG00000151470	291785	MCF7
ENSG00000138650	1338349	MCF7
ENSG00000138650	1089707	MCF7
ENSG00000138650	174472	MCF7
ENSG00000138650	240938	MCF7
ENSG00000254535	1117796	MCF7
ENSG00000151014	35622	MCF7
ENSG00000137463	36400	MCF7
ENSG00000085871	11249	MCF7
ENSG00000109436	18712	MCF7
ENSG00000109458	35514	MCF7
ENSG00000285713	64175	MCF7
ENSG00000170365	26623	MCF7
ENSG00000151612	106297	MCF7
ENSG00000164167	120585	MCF7
ENSG00000120519	54046	MCF7
ENSG00000151617	64571	MCF7
ENSG00000234828	20912	MCF7
ENSG00000164142	41533	MCF7
ENSG00000109670	93244	MCF7
ENSG00000109670	13	MCF7
ENSG00000145431	484375	MCF7
ENSG00000145431	199932	MCF7
ENSG00000120251	360611	MCF7
ENSG00000164125	1358	MCF7
ENSG00000109756	580984	MCF7
ENSG00000109756	1121122	MCF7
ENSG00000109756	1130293	MCF7
ENSG00000168843	207860	MCF7
ENSG00000168843	174135	MCF7
ENSG00000145416	152705	MCF7
ENSG00000248771	32935	MCF7
ENSG00000109466	30658	MCF7
ENSG00000038295	43934	MCF7
ENSG00000109511	195003	MCF7
ENSG00000109511	103317	MCF7
ENSG00000129116	29999	MCF7
ENSG00000145439	198640	MCF7
ENSG00000145439	23491	MCF7
ENSG00000109586	186099	MCF7
ENSG00000109586	145144	MCF7
ENSG00000164107	168193	MCF7
ENSG00000168594	52523	MCF7
ENSG00000150625	573580	MCF7
ENSG00000150625	12833	MCF7
ENSG00000038002	69238	MCF7
ENSG00000038002	1872202	MCF7
ENSG00000218336	1444940	MCF7
ENSG00000164342	1757	MCF7
ENSG00000083857	24087	MCF7
ENSG00000083857	196678	MCF7
ENSG00000260596	57389	MCF7
ENSG00000260596	19690	MCF7
ENSG00000153404	77035	MCF7
ENSG00000180104	17963	MCF7
ENSG00000113504	38224	MCF7
ENSG00000145494	7149	MCF7
ENSG00000113430	183277	MCF7
ENSG00000170549	423522	MCF7
ENSG00000164151	284311	MCF7
ENSG00000164151	360668	MCF7
ENSG00000112941	36959	MCF7
ENSG00000112941	52171	MCF7
ENSG00000215217	183461	MCF7
ENSG00000169777	22986	MCF7
ENSG00000164237	24955	MCF7
ENSG00000164236	35451	MCF7
ENSG00000164236	33564	MCF7
ENSG00000112977	94483	MCF7
ENSG00000112977	420911	MCF7
ENSG00000169862	556535	MCF7
ENSG00000154122	61111	MCF7
ENSG00000154122	74803	MCF7
ENSG00000154122	87865	MCF7
ENSG00000154153	67117	MCF7
ENSG00000249662	137515	MCF7
ENSG00000145526	727067	MCF7
ENSG00000145526	155519	MCF7
ENSG00000145526	77276	MCF7
ENSG00000145526	305577	MCF7
ENSG00000145526	671780	MCF7
ENSG00000154162	1079405	MCF7
ENSG00000154162	840060	MCF7
ENSG00000154162	75492	MCF7
ENSG00000154162	103578	MCF7
ENSG00000040731	444893	MCF7
ENSG00000040731	949658	MCF7
ENSG00000113100	547771	MCF7
ENSG00000113100	273543	MCF7
ENSG00000113100	248487	MCF7
ENSG00000113100	433346	MCF7
ENSG00000113100	1767359	MCF7
ENSG00000113100	1817099	MCF7
ENSG00000113361	1826199	MCF7
ENSG00000113361	943232	MCF7
ENSG00000113361	327884	MCF7
ENSG00000113361	150212	MCF7
ENSG00000082213	56573	MCF7
ENSG00000082213	208620	MCF7
ENSG00000082213	222561	MCF7
ENSG00000113389	301848	MCF7
ENSG00000113494	107967	MCF7
ENSG00000168671	24984	MCF7
ENSG00000164188	76595	MCF7
ENSG00000164188	140348	MCF7
ENSG00000164190	85788	MCF7
ENSG00000197603	17266	MCF7
ENSG00000168621	7720	MCF7
ENSG00000168621	26594	MCF7
ENSG00000168621	86888	MCF7
ENSG00000164318	160492	MCF7
ENSG00000113594	167787	MCF7
ENSG00000145623	11111	MCF7
ENSG00000171522	249975	MCF7
ENSG00000171522	110914	MCF7
ENSG00000171522	78246	MCF7
ENSG00000039537	90567	MCF7
ENSG00000151876	142879	MCF7
ENSG00000198865	158128	MCF7
ENSG00000198865	151413	MCF7
ENSG00000198865	100529	MCF7
ENSG00000177721	32379	MCF7
ENSG00000177453	16316	MCF7
ENSG00000151882	16143	MCF7
ENSG00000151882	17088	MCF7
ENSG00000070193	386453	MCF7
ENSG00000070193	333727	MCF7
ENSG00000070193	332477	MCF7
ENSG00000112996	80343	MCF7
ENSG00000170571	17336	MCF7
ENSG00000213949	189759	MCF7
ENSG00000152684	189759	MCF7
ENSG00000213949	12976	MCF7
ENSG00000152684	12976	MCF7
ENSG00000164171	38685	MCF7
ENSG00000164172	13309	MCF7
ENSG00000134363	10018	MCF7
ENSG00000164258	222206	MCF7
ENSG00000169271	50726	MCF7
ENSG00000169271	14836	MCF7
ENSG00000067113	58103	MCF7
ENSG00000152670	40557	MCF7
ENSG00000095015	137920	MCF7
ENSG00000095015	97975	MCF7
ENSG00000095015	5068	MCF7
ENSG00000095015	46465	MCF7
ENSG00000062194	105865	MCF7
ENSG00000062194	80424	MCF7
ENSG00000169067	11867	MCF7
ENSG00000169067	172825	MCF7
ENSG00000169067	205006	MCF7
ENSG00000169067	352284	MCF7
ENSG00000145632	1925	MCF7
ENSG00000113448	591502	MCF7
ENSG00000188725	896	MCF7
ENSG00000130449	30135	MCF7
ENSG00000068796	138150	MCF7
ENSG00000068796	25576	MCF7
ENSG00000288643	7109	MCF7
ENSG00000186105	56240	MCF7
ENSG00000186105	673354	MCF7
ENSG00000134061	101355	MCF7
ENSG00000152939	1666	MCF7
ENSG00000205571	1448	MCF7
ENSG00000172062	1518	MCF7
ENSG00000164326	154064	MCF7
ENSG00000164326	187787	MCF7
ENSG00000178175	64976	MCF7
ENSG00000157107	167	MCF7
ENSG00000164325	63156	MCF7
ENSG00000171617	6235	MCF7
ENSG00000176928	15503	MCF7
ENSG00000145700	42801	MCF7
ENSG00000113163	38420	MCF7
ENSG00000181104	4195	MCF7
ENSG00000171530	103587	MCF7
ENSG00000132842	204476	MCF7
ENSG00000085365	14348	MCF7
ENSG00000145685	119961	MCF7
ENSG00000113273	9912	MCF7
ENSG00000152413	44956	MCF7
ENSG00000177034	52314	MCF7
ENSG00000164300	638	MCF7
ENSG00000152380	20219	MCF7
ENSG00000189127	13822	MCF7
ENSG00000228716	18333	MCF7
ENSG00000145687	104258	MCF7
ENSG00000186468	180850	MCF7
ENSG00000152422	7547	MCF7
ENSG00000145715	25214	MCF7
ENSG00000145715	37748	MCF7
ENSG00000164199	1497	MCF7
ENSG00000113369	388226	MCF7
ENSG00000113369	460560	MCF7
ENSG00000113391	31921	MCF7
ENSG00000185261	251179	MCF7
ENSG00000175471	68964	MCF7
ENSG00000118985	36836	MCF7
ENSG00000174136	141638	MCF7
ENSG00000174136	71005	MCF7
ENSG00000174136	77804	MCF7
ENSG00000153922	520651	MCF7
ENSG00000174132	353036	MCF7
ENSG00000174132	102758	MCF7
ENSG00000113532	587551	MCF7
ENSG00000173930	632503	MCF7
ENSG00000173930	263517	MCF7
ENSG00000173930	114041	MCF7
ENSG00000112874	753815	MCF7
ENSG00000112874	969181	MCF7
ENSG00000184349	815831	MCF7
ENSG00000184349	214353	MCF7
ENSG00000184349	102305	MCF7
ENSG00000198961	14238	MCF7
ENSG00000198961	120040	MCF7
ENSG00000164211	40650	MCF7
ENSG00000164211	17400	MCF7
ENSG00000134986	225889	MCF7
ENSG00000134982	227729	MCF7
ENSG00000171444	126557	MCF7
ENSG00000171444	27740	MCF7
ENSG00000047188	161147	MCF7
